class,fpr,tpr,auc
Sudden Cardiac Death,0.7549668874172185,0.7142857142857143,0.5236518448438978
Sudden Cardiac Death,0.7549668874172185,0.7857142857142857,0.5236518448438978
Sudden Cardiac Death,0.7615894039735099,0.7857142857142857,0.5236518448438978
Sudden Cardiac Death,0.7615894039735099,0.8571428571428571,0.5236518448438978
Sudden Cardiac Death,0.8410596026490066,0.8571428571428571,0.5236518448438978
Sudden Cardiac Death,0.8410596026490066,0.9285714285714286,0.5236518448438978
Sudden Cardiac Death,0.9072847682119205,0.9285714285714286,0.5236518448438978
Sudden Cardiac Death,0.9072847682119205,1.0,0.5236518448438978
Sudden Cardiac Death,1.0,1.0,0.5236518448438978
Pump Failure Death,0.0,0.0,0.506993006993007
Pump Failure Death,0.006993006993006993,0.0,0.506993006993007
Pump Failure Death,0.1048951048951049,0.0,0.506993006993007
Pump Failure Death,0.1048951048951049,0.045454545454545456,0.506993006993007
Pump Failure Death,0.13986013986013987,0.045454545454545456,0.506993006993007
Pump Failure Death,0.13986013986013987,0.09090909090909091,0.506993006993007
Pump Failure Death,0.23776223776223776,0.09090909090909091,0.506993006993007
Pump Failure Death,0.23776223776223776,0.18181818181818182,0.506993006993007
Pump Failure Death,0.2727272727272727,0.18181818181818182,0.506993006993007
Pump Failure Death,0.2727272727272727,0.2727272727272727,0.506993006993007
Pump Failure Death,0.3006993006993007,0.2727272727272727,0.506993006993007
Pump Failure Death,0.3006993006993007,0.3181818181818182,0.506993006993007
Pump Failure Death,0.32867132867132864,0.3181818181818182,0.506993006993007
Pump Failure Death,0.32867132867132864,0.36363636363636365,0.506993006993007
Pump Failure Death,0.3706293706293706,0.36363636363636365,0.506993006993007
Pump Failure Death,0.3706293706293706,0.4090909090909091,0.506993006993007
Pump Failure Death,0.3776223776223776,0.4090909090909091,0.506993006993007
Pump Failure Death,0.3776223776223776,0.45454545454545453,0.506993006993007
Pump Failure Death,0.4195804195804196,0.45454545454545453,0.506993006993007
Pump Failure Death,0.4195804195804196,0.5,0.506993006993007
Pump Failure Death,0.45454545454545453,0.5,0.506993006993007
Pump Failure Death,0.45454545454545453,0.5454545454545454,0.506993006993007
Pump Failure Death,0.5524475524475524,0.5454545454545454,0.506993006993007
Pump Failure Death,0.5524475524475524,0.5909090909090909,0.506993006993007
Pump Failure Death,0.5664335664335665,0.5909090909090909,0.506993006993007
Pump Failure Death,0.5664335664335665,0.6818181818181818,0.506993006993007
Pump Failure Death,0.6223776223776224,0.6818181818181818,0.506993006993007
Pump Failure Death,0.6223776223776224,0.7272727272727273,0.506993006993007
Pump Failure Death,0.6573426573426573,0.7272727272727273,0.506993006993007
Pump Failure Death,0.6573426573426573,0.7727272727272727,0.506993006993007
Pump Failure Death,0.7762237762237763,0.7727272727272727,0.506993006993007
Pump Failure Death,0.7762237762237763,0.8636363636363636,0.506993006993007
Pump Failure Death,0.8811188811188811,0.8636363636363636,0.506993006993007
Pump Failure Death,0.8811188811188811,0.9090909090909091,0.506993006993007
Pump Failure Death,0.9370629370629371,0.9090909090909091,0.506993006993007
Pump Failure Death,0.9370629370629371,0.9545454545454546,0.506993006993007
Pump Failure Death,0.993006993006993,0.9545454545454546,0.506993006993007
Pump Failure Death,0.993006993006993,1.0,0.506993006993007
Pump Failure Death,1.0,1.0,0.506993006993007
