class,fpr,tpr,auc
Survivor,0.0,0.0,0.4119293712316968
Survivor,0.0,0.007751937984496124,0.4119293712316968
Survivor,0.0,0.015503875968992248,0.4119293712316968
Survivor,0.027777777777777776,0.015503875968992248,0.4119293712316968
Survivor,0.027777777777777776,0.031007751937984496,0.4119293712316968
Survivor,0.08333333333333333,0.031007751937984496,0.4119293712316968
Survivor,0.08333333333333333,0.03875968992248062,0.4119293712316968
Survivor,0.1111111111111111,0.03875968992248062,0.4119293712316968
Survivor,0.1111111111111111,0.06201550387596899,0.4119293712316968
Survivor,0.1388888888888889,0.06201550387596899,0.4119293712316968
Survivor,0.1388888888888889,0.06976744186046512,0.4119293712316968
Survivor,0.16666666666666666,0.06976744186046512,0.4119293712316968
Survivor,0.16666666666666666,0.09302325581395349,0.4119293712316968
Survivor,0.19444444444444445,0.09302325581395349,0.4119293712316968
Survivor,0.19444444444444445,0.12403100775193798,0.4119293712316968
Survivor,0.25,0.12403100775193798,0.4119293712316968
Survivor,0.25,0.17054263565891473,0.4119293712316968
Survivor,0.2777777777777778,0.17054263565891473,0.4119293712316968
Survivor,0.2777777777777778,0.2713178294573643,0.4119293712316968
Survivor,0.3055555555555556,0.2713178294573643,0.4119293712316968
Survivor,0.3055555555555556,0.32558139534883723,0.4119293712316968
Survivor,0.3888888888888889,0.32558139534883723,0.4119293712316968
Survivor,0.3888888888888889,0.3488372093023256,0.4119293712316968
Survivor,0.4444444444444444,0.3488372093023256,0.4119293712316968
Survivor,0.4444444444444444,0.35658914728682173,0.4119293712316968
Survivor,0.4722222222222222,0.35658914728682173,0.4119293712316968
Survivor,0.4722222222222222,0.3798449612403101,0.4119293712316968
Survivor,0.5,0.3798449612403101,0.4119293712316968
Survivor,0.5,0.4186046511627907,0.4119293712316968
Survivor,0.5833333333333334,0.4186046511627907,0.4119293712316968
Survivor,0.5833333333333334,0.4263565891472868,0.4119293712316968
Survivor,0.6111111111111112,0.4263565891472868,0.4119293712316968
Survivor,0.6111111111111112,0.49612403100775193,0.4119293712316968
Survivor,0.6388888888888888,0.49612403100775193,0.4119293712316968
Survivor,0.6388888888888888,0.5736434108527132,0.4119293712316968
Survivor,0.6666666666666666,0.5736434108527132,0.4119293712316968
Survivor,0.6666666666666666,0.5813953488372093,0.4119293712316968
Survivor,0.7222222222222222,0.5813953488372093,0.4119293712316968
Survivor,0.7222222222222222,0.6356589147286822,0.4119293712316968
Survivor,0.75,0.6356589147286822,0.4119293712316968
Survivor,0.75,0.6511627906976745,0.4119293712316968
Survivor,0.7777777777777778,0.6511627906976745,0.4119293712316968
Survivor,0.7777777777777778,0.6589147286821705,0.4119293712316968
Survivor,0.8055555555555556,0.6589147286821705,0.4119293712316968
Survivor,0.8055555555555556,0.7286821705426356,0.4119293712316968
Survivor,0.8611111111111112,0.7286821705426356,0.4119293712316968
Survivor,0.8611111111111112,0.7441860465116279,0.4119293712316968
Survivor,0.8888888888888888,0.7441860465116279,0.4119293712316968
Survivor,0.8888888888888888,0.7751937984496124,0.4119293712316968
Survivor,0.9444444444444444,0.7751937984496124,0.4119293712316968
Survivor,0.9444444444444444,0.8294573643410853,0.4119293712316968
Survivor,0.9722222222222222,0.8294573643410853,0.4119293712316968
Survivor,0.9722222222222222,0.9457364341085271,0.4119293712316968
Survivor,1.0,0.9457364341085271,0.4119293712316968
